Scenario,Method,Helo ID,Task ID,Node,Flight Time,Service Time,Total Task Time,Completion Time,Benefit,Remaining Load,Remaining Medical,Remaining Personnel,Status
default_nodes_T50_S1,Greedy,1,37,A,0.0,6.0,6.0,17.0,0.02,150,0,1,Task Executed
default_nodes_T50_S1,Greedy,3,8,B,6.0609152673132645,6.0,12.060915267313264,24.0,0.02,150,0,1,Task Executed
default_nodes_T50_S1,Greedy,4,Idle,Base,4.192627457812106,2.0,6.192627457812106,18.0,0.0,500,3,3,Idle
default_nodes_T50_S1,Greedy,2,Idle,Base,5.5901699437494745,2.0,7.5901699437494745,20.0,0.0,500,3,3,Idle
default_nodes_T50_S1,Greedy,1,Idle,Base,4.47213595499958,2.0,6.47213595499958,24.0,0.0,500,3,3,Idle
default_nodes_T50_S1,Greedy,4,39,A,4.192627457812106,6.0,10.192627457812106,29.0,0.02,100,3,0,Task Executed
default_nodes_T50_S1,Greedy,2,32,C,15.811388300841896,6.0,21.811388300841898,42.0,0.015370495669980356,300,3,0,Task Executed
default_nodes_T50_S1,Greedy,1,7,B,10.0,6.0,16.0,40.0,0.014621171572600098,100,3,0,Task Executed
default_nodes_T50_S1,Greedy,3,Idle,Base,10.714285714285714,2.0,12.714285714285714,37.0,0.0,500,3,3,Idle
default_nodes_T50_S1,Greedy,4,Idle,Base,4.192627457812106,2.0,6.192627457812106,36.0,0.0,500,3,3,Idle
default_nodes_T50_S1,Greedy,4,12,B,9.375,6.0,15.375,52.0,0.009003320053750444,300,3,0,Task Executed
default_nodes_T50_S1,Greedy,3,48,B,10.714285714285714,6.0,16.714285714285715,54.0,0.00802624679775096,350,2,2,Task Executed
default_nodes_T50_S1,Greedy,1,26,B,0.0,6.0,6.0,46.0,0.0030893053016706933,0,0,0,Task Executed
default_nodes_T50_S1,Greedy,2,Idle,Base,15.811388300841896,2.0,17.811388300841898,60.0,0.0,500,3,3,Idle
default_nodes_T50_S1,Greedy,1,Idle,Base,10.0,2.0,12.0,58.0,0.0,500,3,3,Idle
default_nodes_T50_S1,Greedy,4,Idle,Base,9.375,2.0,11.375,64.0,0.0,500,3,3,Idle
default_nodes_T50_S1,Greedy,3,33,B,0.0,6.0,6.0,60.0,0.004629504330019647,200,1,1,Task Executed
default_nodes_T50_S1,Greedy,1,15,C,12.649110640673518,6.0,18.64911064067352,77.0,0.0012594671211399297,100,3,0,Task Executed
default_nodes_T50_S1,Greedy,2,35,B,12.5,6.0,18.5,79.0,0.0007114237854527234,100,3,0,Task Executed
default_nodes_T50_S1,Greedy,3,40,B,0.0,6.0,6.0,66.0,0.0021819364239122584,50,0,0,Task Executed
default_nodes_T50_S1,Greedy,4,47,C,11.858541225631424,6.0,17.858541225631424,82.0,0.0006459092939690099,100,3,0,Task Executed
default_nodes_T50_S1,Greedy,3,Idle,Base,10.714285714285714,2.0,12.714285714285714,79.0,0.0,500,3,3,Idle
default_nodes_T50_S1,Greedy,1,6,C,0.0,6.0,6.0,83.0,6.036832649416843e-05,0,0,0,Task Executed
default_nodes_T50_S1,Greedy,2,Idle,Base,12.5,2.0,14.5,94.0,0.0,500,3,3,Idle
default_nodes_T50_S1,Greedy,3,28,B,10.714285714285714,6.0,16.714285714285715,96.0,8.992546321882356e-05,350,2,2,Task Executed
default_nodes_T50_S1,Greedy,4,Idle,Base,11.858541225631424,2.0,13.858541225631424,96.0,0.0,500,3,3,Idle
default_nodes_T50_S1,Greedy,1,Idle,Base,12.649110640673518,2.0,14.649110640673518,98.0,0.0,500,3,3,Idle
default_nodes_T50_S1,Greedy,3,Idle,Base,10.714285714285714,2.0,12.714285714285714,109.0,0.0,500,3,3,Idle
default_nodes_T50_S1,Greedy,1,14,B,10.0,6.0,16.0,114.0,2.7274065415899405e-06,400,0,3,Task Executed
default_nodes_T50_S1,Greedy,1,Idle,Base,10.0,2.0,12.0,126.0,0.0,500,3,3,Idle
default_nodes_T50_S1,Exact-HiGHS,4,2,A,4.192627457812106,6.0,10.192627457812106,11.0,0.02,200,2,1,Task Executed
default_nodes_T50_S1,Exact-HiGHS,2,10,A,5.5901699437494745,6.0,11.590169943749475,12.0,0.02,200,2,1,Task Executed
default_nodes_T50_S1,Exact-HiGHS,1,36,B,10.0,6.0,16.0,16.0,0.02,350,2,2,Task Executed
default_nodes_T50_S1,Exact-HiGHS,3,28,B,10.714285714285714,6.0,16.714285714285715,17.0,0.02,350,2,2,Task Executed
default_nodes_T50_S1,Exact-HiGHS,4,Idle,Base,4.192627457812106,2.0,6.192627457812106,18.0,0.0,500,3,3,Idle
default_nodes_T50_S1,Exact-HiGHS,2,Idle,Base,5.5901699437494745,2.0,7.5901699437494745,20.0,0.0,500,3,3,Idle
default_nodes_T50_S1,Exact-HiGHS,1,25,B,0.0,6.0,6.0,22.0,0.02,200,1,1,Task Executed
default_nodes_T50_S1,Exact-HiGHS,3,13,B,0.0,6.0,6.0,23.0,0.02,200,1,1,Task Executed
default_nodes_T50_S1,Exact-HiGHS,1,33,B,0.0,6.0,6.0,28.0,0.02,50,0,0,Task Executed
default_nodes_T50_S1,Exact-HiGHS,3,48,B,0.0,6.0,6.0,29.0,0.02,50,0,0,Task Executed
default_nodes_T50_S1,Exact-HiGHS,2,39,A,5.5901699437494745,6.0,11.590169943749475,32.0,0.02,100,3,0,Task Executed
default_nodes_T50_S1,Exact-HiGHS,4,7,B,9.375,6.0,15.375,34.0,0.016640367702678488,100,3,0,Task Executed
default_nodes_T50_S1,Exact-HiGHS,1,Idle,Base,10.0,2.0,12.0,40.0,0.0,500,3,3,Idle
default_nodes_T50_S1,Exact-HiGHS,2,Idle,Base,5.5901699437494745,2.0,7.5901699437494745,40.0,0.0,500,3,3,Idle
default_nodes_T50_S1,Exact-HiGHS,3,Idle,Base,10.714285714285714,2.0,12.714285714285714,42.0,0.0,500,3,3,Idle
default_nodes_T50_S1,Exact-HiGHS,4,Idle,Base,9.375,2.0,11.375,46.0,0.0,500,3,3,Idle
default_nodes_T50_S1,Exact-HiGHS,3,37,A,4.79157423749955,6.0,10.79157423749955,53.0,0.00851114966376682,350,2,2,Task Executed
default_nodes_T50_S1,Exact-HiGHS,1,40,B,10.0,6.0,16.0,56.0,0.004994797888097647,350,2,2,Task Executed
default_nodes_T50_S1,Exact-HiGHS,2,12,B,12.5,6.0,18.5,59.0,0.00578100994749992,300,3,0,Task Executed
default_nodes_T50_S1,Exact-HiGHS,3,49,A,0.0,6.0,6.0,59.0,0.0030893053016706933,150,0,1,Task Executed
default_nodes_T50_S1,Exact-HiGHS,1,8,B,0.0,6.0,6.0,62.0,0.0030893053016706933,200,1,1,Task Executed
default_nodes_T50_S1,Exact-HiGHS,4,32,C,11.858541225631424,6.0,17.858541225631424,64.0,0.005378828427399902,300,3,0,Task Executed
default_nodes_T50_S1,Exact-HiGHS,3,Idle,Base,4.79157423749955,2.0,6.79157423749955,66.0,0.0,500,3,3,Idle
default_nodes_T50_S1,Exact-HiGHS,1,16,C,4.47213595499958,6.0,10.47213595499958,73.0,0.0011464835179773745,50,0,0,Task Executed
default_nodes_T50_S1,Exact-HiGHS,2,Idle,Base,12.5,2.0,14.5,74.0,0.0,500,3,3,Idle
default_nodes_T50_S1,Exact-HiGHS,3,15,C,13.552618543578768,6.0,19.552618543578767,86.0,0.0005319398715373171,100,3,0,Task Executed
default_nodes_T50_S1,Exact-HiGHS,1,Idle,Base,12.649110640673518,2.0,14.649110640673518,88.0,0.0,500,3,3,Idle
default_nodes_T50_S1,Exact-HiGHS,3,6,C,0.0,6.0,6.0,92.0,2.4587972425548403e-05,0,0,0,Task Executed
default_nodes_T50_S1,Exact-HiGHS,1,26,B,10.0,6.0,16.0,104.0,1.1055572738471992e-05,400,0,3,Task Executed
default_nodes_T50_S1,Exact-HiGHS,3,Idle,Base,13.552618543578768,2.0,15.552618543578768,108.0,0.0,500,3,3,Idle
default_nodes_T50_S1,Exact-HiGHS,1,Idle,Base,10.0,2.0,12.0,116.0,0.0,500,3,3,Idle
default_nodes_T50_S2,Greedy,1,1,A,4.47213595499958,6.0,10.47213595499958,11.0,0.02,300,1,2,Task Executed
default_nodes_T50_S2,Greedy,2,2,A,5.5901699437494745,6.0,11.590169943749475,12.0,0.02,200,2,1,Task Executed
default_nodes_T50_S2,Greedy,3,9,A,4.79157423749955,6.0,10.79157423749955,11.0,0.02,300,1,2,Task Executed
default_nodes_T50_S2,Greedy,4,10,A,4.192627457812106,6.0,10.192627457812106,11.0,0.02,200,2,1,Task Executed
default_nodes_T50_S2,Greedy,1,28,A,0.0,6.0,6.0,17.0,0.02,150,0,1,Task Executed
default_nodes_T50_S2,Greedy,3,40,A,0.0,6.0,6.0,17.0,0.02,150,0,1,Task Executed
default_nodes_T50_S2,Greedy,4,Idle,Base,4.192627457812106,2.0,6.192627457812106,18.0,0.0,500,3,3,Idle
default_nodes_T50_S2,Greedy,2,Idle,Base,5.5901699437494745,2.0,7.5901699437494745,20.0,0.0,500,3,3,Idle
default_nodes_T50_S2,Greedy,1,Idle,Base,4.47213595499958,2.0,6.47213595499958,24.0,0.0,500,3,3,Idle
default_nodes_T50_S2,Greedy,3,Idle,Base,4.79157423749955,2.0,6.79157423749955,24.0,0.0,500,3,3,Idle
default_nodes_T50_S2,Greedy,4,24,A,4.192627457812106,6.0,10.192627457812106,29.0,0.02,300,3,0,Task Executed
default_nodes_T50_S2,Greedy,2,27,A,5.5901699437494745,6.0,11.590169943749475,32.0,0.02,100,3,0,Task Executed
default_nodes_T50_S2,Greedy,1,35,B,10.0,6.0,16.0,40.0,0.016351489523872872,100,3,0,Task Executed
