tasks,ppo_seed,timestep,episode_return,episode_length,instance_seed
20,218,28830,0.266193,39,1027
20,218,28870,0.385403,40,1016
20,218,28902,0.233035,32,1012
20,218,28942,0.346292,40,1007
20,218,28980,0.367534,38,1009
20,218,29021,0.312123,41,1023
20,218,29057,0.308875,36,1023
20,218,29092,0.246991,35,1052
20,218,29129,0.198643,37,1041
20,218,29165,0.324596,36,1037
20,218,29210,0.360355,45,1020
20,218,29249,0.292784,39,1029
20,218,29285,0.249868,36,1014
20,218,29327,0.251804,42,1001
20,218,29364,0.340015,37,1012
20,218,29402,0.327595,38,1040
20,218,29437,0.259035,35,1038
20,218,29472,0.271343,35,1043
20,218,29513,0.365962,41,1024
20,218,29555,0.286243,42,1005
20,218,29594,0.245174,39,1042
20,218,29631,0.353395,37,1001
20,218,29671,0.343185,40,1029
20,218,29712,0.221323,41,1019
20,218,29759,0.279417,47,1050
20,218,29795,0.364329,36,1025
20,218,29826,0.350041,31,1017
20,218,29865,0.231121,39,1012
20,218,29900,0.272206,35,1019
20,218,29938,0.30047,38,1035
20,218,29984,0.253332,46,1058
20,218,30024,0.419525,40,1009
20,218,30054,0.21892,30,1051
20,218,30091,0.277971,37,1013
20,218,30125,0.287326,34,1057
20,218,30168,0.379719,43,1059
20,218,30210,0.278408,42,1055
20,218,30250,0.357687,40,1021
20,218,30295,0.336984,45,1020
20,218,30330,0.253411,35,1042
20,218,30369,0.307038,39,1024
20,218,30413,0.260311,44,1020
20,218,30449,0.29015,36,1057
20,218,30492,0.313716,43,1021
20,218,30528,0.369186,36,1034
20,218,30563,0.289575,35,1054
20,218,30603,0.292731,40,1019
20,218,30641,0.327756,38,1037
20,218,30677,0.230311,36,1015
20,218,30717,0.29039,40,1002
20,218,30751,0.337413,34,1014
20,218,30787,0.306183,36,1054
20,218,30823,0.202909,36,1013
20,218,30862,0.298468,39,1001
